ROS2 Timestamp (sec),ROS2 Timestamp (nanosec),orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,left_hip_enc_rev,left_hip_pos,left_hip_vel,left_hip_iq,left_knee_enc_rev,left_knee_pos,left_knee_vel,left_knee_iq,left_wheel_enc_rev,left_wheel_pos,left_wheel_vel,left_wheel_iq,right_hip_enc_rev,right_hip_pos,right_hip_vel,right_hip_iq,right_knee_enc_rev,right_knee_pos,right_knee_vel,right_knee_iq,right_wheel_enc_rev,right_wheel_pos,right_wheel_vel,right_wheel_iq,left_leg_length,right_leg_length,roll,pitch,yaw,cmd_forward,cmd_left,cmd_up,cmd_roll,cmd_pitch,cmd_leg_split,Unified_Timestamp,label
1747914229,174304839,-0.016657281666994,0.0743292272090911,-0.1314519494771957,-0.9883916974067688,0.0117697417736053,-0.0240295231342315,0.0,0.16278076171875,0.03826904296875,1.04058837890625,1,-4.400000095367432,0.050000000745058,0.270000010728836,1,-5.409999847412109,0.0,-6.309999942779541,34,2.1600000858306885,3.0799999237060547,0.2399999946355819,0,1.940000057220459,-0.0099999997764825,0.8199999928474426,0,0.7200000286102295,0.0,-7.329999923706055,51,-1.2599999904632568,2.970000028610229,0.3199999928474426,0.2539235949516296,0.2620511054992676,0.0135427337548517,-0.1518954675489042,0.2634092486721439,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.1743047,2
1747914229,233698925,-0.01586071588099,0.0749386027455329,-0.1314199864864349,-0.9883630275726318,-0.0115857236087322,0.0105493105947971,-0.0065182670950889,0.134033203125,-0.0252685546875,0.98968505859375,1,-4.409999847412109,-0.0599999986588954,0.6000000238418579,1,-5.409999847412109,0.0399999991059303,-6.019999980926514,34,2.3399999141693115,2.869999885559082,0.6700000166893005,0,1.940000057220459,0.0299999993294477,0.5400000214576721,0,0.7200000286102295,-0.0599999986588954,-7.25,51,-1.0700000524520874,3.039999961853028,0.4399999976158142,0.2539235949516296,0.2620511054992676,0.0117932804193254,-0.1528969469051784,0.2634804593431268,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.2336988,2
1747914229,293998189,-0.0159650016576051,0.0745387449860572,-0.1314015388488769,-0.988394021987915,-0.0062573044560849,-0.0281102582812309,0.0,0.1746826171875,0.0684814453125,1.0147705078125,1,-4.409999847412109,0.0,0.4199999868869781,1,-5.409999847412109,0.0,-5.940000057220459,34,2.4600000381469727,2.9800000190734863,0.5,0,1.940000057220459,0.050000000745058,0.5400000214576721,0,0.7200000286102295,-0.0099999997764825,-7.420000076293945,51,-0.9399999976158142,3.140000104904175,0.2000000029802322,0.2539235949516296,0.2620511054992676,0.0121105743990496,-0.1521290664057329,0.2634159487361335,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.2939982,2
1747914229,333767454,-0.0160544589161872,0.0749356150627136,-0.1314225494861602,-0.988359808921814,-0.0241103786975145,0.0064254277385771,0.0,0.13751220703125,-0.04046630859375,0.97027587890625,1,-4.409999847412109,-0.0199999995529651,0.5099999904632568,1,-5.409999847412109,0.0299999993294477,-5.980000019073486,34,2.640000104904175,2.970000028610229,0.4300000071525574,0,1.940000057220459,-0.0199999995529651,0.8100000023841858,0,0.7200000286102295,-0.0299999993294477,-7.260000228881836,51,-0.7799999713897705,2.890000104904175,0.4699999988079071,0.2539235949516296,0.2620511054992676,0.0121811918115202,-0.1529420912088023,0.2634564282528225,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.3337674,2
1747914229,393663215,-0.0153793804347515,0.0733547806739807,-0.1314601600170135,-0.9884840846061708,-0.0117086628451943,0.024397175759077,0.0,0.16314697265625,0.04998779296875,1.02410888671875,1,-4.409999847412109,-0.0399999991059303,0.4399999976158142,1,-5.409999847412109,0.0099999997764825,-5.659999847412109,34,2.75,2.75,1.0800000429153442,0,1.940000057220459,0.0599999986588954,0.3300000131130218,0,0.7099999785423279,-0.050000000745058,-7.210000038146973,51,-0.6499999761581421,3.0199999809265137,0.6499999761581421,0.2539235949516296,0.2625410258769989,0.0112439391417057,-0.1496212432845973,0.2635889198460693,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.3936632,2
1747914229,433694069,-0.0158789064735174,0.0732229724526405,-0.1314875036478042,-0.9884823560714722,-0.0272269546985626,0.0024084700271487,0.0,0.1435546875,0.019775390625,0.98272705078125,1,-4.400000095367432,0.0199999995529651,0.550000011920929,1,-5.409999847412109,0.0,-5.809999942779541,34,2.9200000762939453,2.890000104904175,0.3799999952316284,0,1.950000047683716,0.0199999995529651,0.6800000071525574,0,0.7099999785423279,-0.0099999997764825,-7.489999771118164,51,-0.4699999988079071,2.990000009536743,0.1099999994039535,0.2539235949516296,0.2625410258769989,0.0122734162756798,-0.1494911613439013,0.2635673976742129,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.433694,2
1747914229,493931961,-0.0151341948658227,0.0712650716304779,-0.1315566152334213,-0.9886279106140136,-0.001247169682756,0.0695798695087432,0.0004148967564105,0.11444091796875,-0.0234375,1.02264404296875,1,-4.409999847412109,-0.0399999991059303,0.6399999856948853,1,-5.400000095367432,0.0099999997764825,-5.369999885559082,34,3.059999942779541,2.490000009536743,1.3799999952316284,0,1.950000047683716,0.0900000035762786,0.0599999986588954,0,0.7099999785423279,-0.050000000745058,-7.409999847412109,51,-0.2899999916553497,2.970000028610229,0.5400000214576721,0.2533304691314697,0.2625410258769989,0.0112927954745244,-0.1454030968084551,0.2637629285051845,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.493932,2
1747914229,533766197,-0.0150845646858215,0.0697484239935875,-0.1320631951093673,-0.9886692762374878,0.0197404213249683,0.0686060264706611,0.0192573145031929,0.13751220703125,0.0120849609375,0.99774169921875,1,-4.409999847412109,-0.0700000002980232,0.9800000190734864,1,-5.409999847412109,-0.0199999995529651,-4.900000095367432,34,3.190000057220459,2.150000095367432,2.130000114440918,0,1.950000047683716,0.0599999986588954,-0.0299999993294477,0,0.7099999785423279,-0.0099999997764825,-7.420000076293945,51,-0.1299999952316284,2.819999933242798,0.6000000238418579,0.2539235949516296,0.2625410258769989,0.0115217334204941,-0.1423810587927926,0.2647596795336678,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.5337665,2
1747914229,593683937,-0.0143952211365103,0.0650280714035034,-0.1322513669729232,-0.9889761209487916,0.0312293637543916,0.1775692850351333,0.0150722153484821,0.05804443359375,0.056396484375,1.01568603515625,1,-4.420000076293945,-0.1700000017881393,1.3899999856948853,1,-5.409999847412109,-0.0199999995529651,-4.380000114440918,34,3.2100000381469727,1.6699999570846558,3.289999961853028,0,1.9600000381469729,0.0900000035762786,-0.6399999856948853,0,0.7099999785423279,0.0,-7.53000020980835,51,-0.0700000002980232,2.799999952316284,0.8700000047683716,0.2539235949516296,0.2625410258769989,0.0113733728428111,-0.1328201684458599,0.265117329037048,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.593684,2
1747914229,633642749,-0.0142893446609377,0.061028990894556,-0.1346623450517654,-0.9889072179794312,0.0060966243036091,0.1377757787704467,0.1868126094341278,0.0736083984375,-0.0025634765625,1.048095703125,1,-4.429999828338623,-0.1899999976158142,1.3600000143051147,1,-5.409999847412109,0.0,-3.910000085830689,34,3.25,0.9900000095367432,4.159999847412109,0,1.9700000286102293,0.1899999976158142,-0.9100000262260436,0,0.7099999785423279,0.0,-8.020000457763672,52,-6.179999828338623,2.9100000858306885,0.1099999994039535,0.2539235949516296,0.2625410258769989,0.0119181443781315,-0.1248767988299707,0.2699357876385362,0.2,0.0,1.0,0.0,0.0,0.0,1747914229.633643,2
