orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,left_hip_enc_rev,left_hip_pos,left_hip_vel,left_hip_iq,left_knee_enc_rev,left_knee_pos,left_knee_vel,left_knee_iq,left_wheel_enc_rev,left_wheel_pos,left_wheel_vel,left_wheel_iq,right_hip_enc_rev,right_hip_pos,right_hip_vel,right_hip_iq,right_knee_enc_rev,right_knee_pos,right_knee_vel,right_knee_iq,right_wheel_enc_rev,right_wheel_pos,right_wheel_vel,right_wheel_iq,left_leg_length,right_leg_length,roll,pitch,yaw,cmd_forward,cmd_left,cmd_up,cmd_roll,cmd_pitch,cmd_leg_split,source_file,Unified_Timestamp,label
0.0107840178534388,0.0153843658044934,0.7538657188415527,-0.6567597985267639,-0.0010301398579031,-0.0025698416866362,0.0,0.03387451171875,-0.00018310546875,1.0235595703125,1,-4.269999980926514,-0.0099999997764825,0.2800000011920929,1,-5.429999828338623,0.0,-6.25,25,5.130000114440918,0.0700000002980232,0.0900000035762786,0,2.0799999237060547,0.0099999997764825,0.3600000143051147,0,0.6899999976158142,0.0,-6.599999904632568,22,-1.5399999618530271,0.1299999952316284,0.0599999986588954,0.2550908327102661,0.2635011374950409,0.0090366067451604,-0.0364751561595891,-1.7084220381616253,-0.13,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551581.9738874,0
0.0109754856675863,0.0157174337655305,0.753856897354126,-0.6567589640617371,-0.0114640947431325,-0.0256088487803936,0.0,0.024169921875,0.01885986328125,1.03619384765625,1,-4.269999980926514,-0.0099999997764825,0.3400000035762787,1,-5.429999828338623,0.0,-6.260000228881836,25,5.130000114440918,0.050000000745058,0.0700000002980232,0,2.0799999237060547,0.0099999997764825,0.3499999940395355,0,0.6899999976158142,0.0,-6.659999847412109,22,-1.5299999713897705,0.1700000017881393,-0.0199999995529651,0.2550908327102661,0.2635011374950409,0.0092874539234183,-0.0372016025028494,-1.7084197830686387,-0.61,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.0337355,0
0.0108734741806983,0.0156616084277629,0.7538320422172546,-0.6567906141281128,-0.0135543104261159,-0.0014818548224866,0.0,0.02069091796875,0.02984619140625,0.98638916015625,1,-4.269999980926514,0.0199999995529651,0.1599999964237213,1,-5.429999828338623,0.0,-6.019999980926514,25,5.139999866485596,0.1400000005960464,0.5,0,2.0799999237060547,0.0299999993294477,0.3199999928474426,0,0.6899999976158142,0.0,-6.480000019073486,22,-1.5199999809265137,0.270000010728836,0.5199999809265137,0.2550908327102661,0.2635011374950409,0.0093357693727056,-0.0369747656599326,-1.7083393448289237,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.0540829,0
0.0127319684252142,0.0174154583364725,0.753653347492218,-0.6569181084632874,0.0126327266916632,-0.1637248247861862,0.0,0.01593017578125,0.0040283203125,1.03564453125,1,-4.260000228881836,0.1299999952316284,0.1500000059604644,1,-5.429999828338623,0.0,-5.869999885559082,25,5.170000076293945,0.5799999833106995,0.8899999856948853,0,2.0899999141693115,0.1000000014901161,0.4600000083446502,0,0.6899999976158142,0.0,-6.230000019073486,22,-1.4800000190734863,0.699999988079071,1.0299999713897705,0.2550908327102661,0.2635011374950409,0.0095312991056776,-0.0420844626904533,-1.7079401888854884,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.1337204,0
0.0158455818891525,0.0199481025338172,0.7535843253135681,-0.6568574905395508,0.0073967389762401,-0.2527365982532501,0.0,0.0216064453125,0.00604248046875,0.98272705078125,1,-4.230000019073486,0.3799999952316284,0.3799999952316284,1,-5.429999828338623,0.0,-6.260000228881836,25,5.300000190734863,1.7599999904632568,-0.0799999982118606,0,2.119999885559082,0.3799999952316284,0.5600000023841858,0,0.6899999976158142,0.0,-6.559999942779541,22,-1.340000033378601,1.9600000381469729,-0.0099999997764825,0.2550908327102661,0.2635011374950409,0.0092603321812217,-0.050109052731297,-1.707972285229506,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.173909,0
0.0208682864904403,0.0242380667477846,0.7534692287445068,-0.6567047834396362,0.0157743189483881,-0.262161374092102,0.0,0.005859375,-0.0194091796875,1.03070068359375,1,-4.210000038146973,0.5199999809265137,0.5600000023841858,1,-5.429999828338623,0.0,-6.380000114440918,25,5.409999847412109,2.3299999237060547,-0.6499999761581421,0,2.140000104904175,0.5400000214576721,0.5699999928474426,0,0.6899999976158142,0.0,-6.860000133514404,22,-1.2100000381469729,2.5899999141693115,-0.7200000286102295,0.2550908327102661,0.2635011374950409,0.0091351040606919,-0.0633240445989858,-1.7081084874488852,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.2337623,0
0.0238238126039505,0.0267915967851877,0.7533817291259766,-0.6566053628921509,0.0126327266916632,-0.210848718881607,0.0,-0.01483154296875,-0.005859375,0.9664306640625,1,-4.170000076293945,0.5899999737739563,0.7300000190734863,1,-5.429999828338623,0.0,-6.599999904632568,25,5.559999942779541,2.3299999237060547,-1.190000057220459,0,2.180000066757202,0.6100000143051147,0.7200000286102295,0,0.6899999976158142,0.0,-7.130000114440918,22,-1.059999942779541,2.559999942779541,-1.3300000429153442,0.2550908327102661,0.2635011374950409,0.0091060709550686,-0.0711398523710172,-1.7081781079354437,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.2781472,0
0.0269564241170883,0.0295815225690603,0.7532846927642822,-0.6564757823944092,-0.0114528154954314,-0.1867631673812866,0.0,-0.02471923828125,0.00640869140625,1.0308837890625,1,-4.139999866485596,0.6000000238418579,0.7599999904632568,1,-5.429999828338623,0.0,-6.820000171661377,25,5.630000114440918,1.9800000190734863,-1.840000033378601,0,2.2100000381469727,0.6000000238418579,0.8600000143051147,0,0.6899999976158142,0.0,-7.300000190734863,22,-0.9800000190734864,2.140000104904175,-1.870000004768372,0.2550908327102661,0.2635011374950409,0.0092008619074664,-0.0768547729712366,-1.708257640182659,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.3338594,0
0.0283843670040369,0.0307572521269321,0.7532343864440918,-0.6564193367958069,0.0021607514936476,-0.1260257214307785,0.0,-0.04248046875,0.002197265625,1.03765869140625,1,-4.119999885559082,0.5,0.959999978542328,1,-5.429999828338623,0.0099999997764825,-6.809999942779541,25,5.670000076293945,0.9399999976158142,-1.870000004768372,0,2.240000009536743,0.550000011920929,0.7200000286102295,0,0.6899999976158142,0.0,-7.53000020980835,22,-0.9300000071525574,1.159999966621399,-2.119999885559082,0.2550908327102661,0.2635011374950409,0.0091023835673295,-0.083235550820045,-1.7083201174747755,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.374039,0
0.0289914850145578,0.0316022895276546,0.7532259225845337,-0.6563623547554016,-0.0198016446083784,-0.0933568924665451,0.0,-0.03277587890625,0.006591796875,1.01495361328125,1,-4.099999904632568,0.4900000095367431,0.7699999809265137,1,-5.429999828338623,0.0,-7.010000228881836,25,5.659999847412109,0.270000010728836,-2.309999942779541,0,2.259999990463257,0.4900000095367431,0.7400000095367432,0,0.6899999976158142,0.0,-7.559999942779541,22,-0.9399999976158142,0.3100000023841858,-2.430000066757202,0.2550908327102661,0.2635011374950409,0.0093831129403049,-0.0847231257359215,-1.7083894770664414,-1.0,0.0,1.0,0.0,0.0,0.0,backward.csv,1742551582.4338448,0
